gender,event,age_from,age_to,zscore_range,n_athletes,mean_zscore,median_zscore,min_zscore,max_zscore,median_improvement,mean_improvement,std_improvement,pct_improving,pct_getting_slower,q25_improvement,q75_improvement
F,400 IM,17,18,Bottom 15.9% (z < -1.0),32,-1.186493769334367,-1.1676135255700226,-1.3545947178342643,-1.0068582667662234,3.214999999999975,1.049374999999996,7.725773803275307,71.875,28.125,-0.1924999999999812,5.684999999999988
F,400 IM,17,18,Top 2.5% (z ≥ 2.0),14,2.5552895526143518,2.384543462016098,2.011066742922066,4.86095151228977,-1.9550000000000125,-3.115714285714278,9.59667480677233,35.714285714285715,64.28571428571429,-4.3300000000000125,1.4500000000000026
F,400 IM,17,18,Lower (-1.0 ≤ z < -0.5),42,-0.6978131619762339,-0.6814624256829971,-0.9893743111259301,-0.5095368618867879,-2.424999999999983,-3.0171428571428565,7.913282169484262,38.095238095238095,61.904761904761905,-6.6474999999999795,2.5924999999999727
F,400 IM,17,18,Above Average (0.5 ≤ z < 1.0),32,0.7182860645886258,0.7046267242446453,0.5074465578569032,0.9736853749313746,-1.3500000000000227,-3.144062500000002,7.600762650622225,37.5,62.5,-5.960000000000008,1.8399999999999892
F,400 IM,17,18,Average (0 ≤ z < 0.5),42,0.23084852947343626,0.20924798110302106,0.021781123404329868,0.48996260221660987,-0.5300000000000011,-2.372142857142852,11.141105257583023,45.23809523809524,54.761904761904766,-6.4824999999999875,3.2300000000000324
F,400 IM,17,18,Top 6.7% (1.5 ≤ z < 2.0),13,1.659146097341819,1.6021364471130015,1.5186019923871577,1.8585677965039589,0.2900000000000204,-1.3092307692307679,4.83124838388024,53.84615384615385,46.15384615384615,-1.1899999999999975,0.5299999999999727
M,50 Free,15,16,Average (0 ≤ z < 0.5),52,0.20596401015750365,0.19214385126149766,0.0030258874214472565,0.43799720425357325,0.4900000000000002,0.5501923076923073,0.4448400334113873,90.38461538461539,9.615384615384617,0.29000000000000004,0.6874999999999982
M,50 Free,15,16,Below Average (-0.5 ≤ z < 0),58,-0.23956681102165953,-0.2144597709946191,-0.4886808185626972,-0.015885908962561143,0.5549999999999997,0.615862068965517,0.34195701727656497,100.0,0.0,0.3299999999999992,0.8399999999999981
M,50 Free,15,16,Above Average (0.5 ≤ z < 1.0),45,0.7309199171347213,0.7216741500136522,0.5136443897895934,0.9864392993897295,0.4000000000000021,0.4639999999999999,0.4220289616180915,82.22222222222221,8.88888888888889,0.129999999999999,0.75
M,50 Free,15,16,Lower (-1.0 ≤ z < -0.5),63,-0.7510444699852482,-0.7156223751707644,-0.9992993209308434,-0.5075926149466989,0.7100000000000009,0.7899999999999997,0.33254191763464486,100.0,0.0,0.5699999999999985,0.9400000000000013
M,50 Free,15,16,Top 2.5% (z ≥ 2.0),24,2.7822719643542455,2.546662501070177,2.0265881005100304,4.579680612350761,0.09500000000000061,0.07166666666666617,0.49949696918221853,54.166666666666664,41.66666666666667,-0.11749999999999877,0.4299999999999979
M,50 Free,15,16,Top 15.9% (1.0 ≤ z < 1.5),32,1.234656626929799,1.2133808559977899,1.005351095773731,1.4970578017578757,0.33000000000000007,0.2968750000000002,0.43605789108213594,71.875,28.125,-0.0375000000000005,0.5950000000000006
M,50 Free,15,16,Bottom 15.9% (z < -1.0),17,-1.0871835511859282,-1.093858302850872,-1.1505936920028903,-1.0182111173148518,0.7900000000000027,0.9347058823529414,0.35387132335752985,100.0,0.0,0.6499999999999986,1.3000000000000007
